Year when drafted,Round drafted,Overall pick,Name,Position,Organization,school,age when drafted ,Birth date,Bats,Throws ,education type,Drafted before,Minor-League level started at,if the player appeared in rookie leagues,Number of games played in Rookie Leagues,Number of plate appearances in Rookie Leagues,If the player appeared in Short-Season-A,Number of games played in Short-Season-A,Number of plate appearances in Short-Season-A,If the player appeared in Low-A ,Number of games played in Low-A ,Number of plate appearances in Low-A,If the player appeared in High-A,Number of games played in High-A,Number of plate appearances in High-A,If the player appeared in Double-A,Number of games played in Double-A,Number of plate appearances in Double-A ,If the player appeared in Triple-A,"Number of games played in Triple-A	",Number of plate appearances in Triple-A ,If the player appeared in the Major Leagues,Number of seasons spent in the minor leagues    ,Total number of games played in the minor leagues,Total number of plate appearances in the minor leagues  ,Total games played in Short-Season and lower levels,Total plate appearances in Short-Season and lower levels,Total games played in Low-A and lower levels,Total plate appearances in Low-A and lower levels,Total games played in High-A and lower levels,Total plate appearances in High-A and lower levels,"Total games played in Double-A and lower levels	",Total plate appearances in Double-A and lower levels,"Total games played in Triple-A and lower levels	",Total plate appearances in Triple-A and lower levels,Average plate appearances per game
1992,30,840,James Greene,Outfield,Tigers,Sacramento City College,22,09/07/70,Right,Right,College,No,Rookie,Yes,23,89,Yes,30,88, , , , , , , , , , , , ,No,1,53,177,53,177,53,177,53,177,53,177,53,177,3.34
2002,15,461,Jeff Mackor,Catcher,Astros,Boston College,22,06/17/80,Right,Right,College,No,Short-Season, , , ,Yes,72,242,Yes,1,4,Yes,168,565,Yes,26,81, , , ,Active,6,267,892,72,242,73,246,241,811,267,892,267,892,3.34
1995,23,623,Jim Putko,First Base,Cubs,University of Akron,21,06/26/74,Left,Right,College,No,Short-Season, , , ,Yes,47,157, , , , , , , , , , , , ,No,1,47,157,47,157,47,157,47,157,47,157,47,157,3.34
1999,12,355,Jorge Maduro,Catcher,Devil Ray,"Monsignor Edward Pace HS (Miami,FL",18,03/11/81,Right,Right,High School,No,Rookie,Yes,64,211,Yes,47,186,Yes,54,152,Yes,11,36,Yes,2,8,Yes,14,48,No,7,192,641,111,397,165,549,176,585,178,593,192,641,3.34
1999,33,988,Joseph Yakopich,Shortstop,Diamondba,St. Thomas of Villanova HS (Amhers,18,06/19/81,Left,Right,High School,No,Rookie,Yes,95,349,Yes,45,122, , , ,Yes,14,44, , , , , , ,No,3,154,515,140,471,140,471,154,515,154,515,154,515,3.34
1996,26,771,Maleke Fowler,Outfield,Orioles,Nicholls State University,21,08/11/75,Right,Right,College,No,Rookie,Yes,26,100, , , ,Yes,105,359,Yes,134,427, , , , , , ,No,4,265,886,26,100,131,459,265,886,265,886,265,886,3.34
1996,19,562,Marcel Longmire,Catcher,Cubs,Vallejo HS (CA),18,04/18/78,Right,Right,High School,No,Rookie,Yes,34,123,Yes,59,184,Yes,124,417, , , , , , , , , ,No,4,217,724,93,307,217,724,217,724,217,724,217,724,3.34
1998,35,1061,Marcus Hambrick,Outfield,Braves,"Robert E. Lee HS (Montgomery,AL)",19,06/19/79,Left,Left,High School,No,Rookie,Yes,38,134,Yes,96,313, , , , , , , , , , , , ,No,3,134,447,134,447,134,447,134,447,134,447,134,447,3.34
1994,14,392,Mark Lewis,Shortstop,Expos,University of Nevada-Reno,22,01/14/72,Switch,Right,College,No,Short-Season, , , ,Yes,59,197, , , , , , , , , , , , ,No,1,59,197,59,197,59,197,59,197,59,197,59,197,3.34
2003,8,245,Matthew Pagnozzi,Catcher,Cardinals,Central Arizona Col (AZ),21,11/10/82,Right,Right,College,Yes,Short-Season, , , ,Yes,59,175,Yes,73,230,Yes,138,506,Yes,28,87,Yes,47,155,Active,5,345,1153,59,175,132,405,270,911,298,998,345,1153,3.34
2004,14,419,Michael Swain,Third Base,White Sox,Wabash Valley Col (IL),20,04/03/84,Left,Right,College,No,Rookie,Yes,95,317, , , , , , , , , , , , , , , ,No,2,95,317,95,317,95,317,95,317,95,317,95,317,3.34
1993,4,110,Miguel Montilla,Shortstop,Cubs,North Bergen HS (NJ),20,12/18/73,Right,Right,High School,No,Rookie,Yes,62,220, , , ,Yes,1,3,Yes,22,61, , , , , , ,No,4,85,284,62,220,63,223,85,284,85,284,85,284,3.34
1999,17,525,Orlando Cruz,Outfield,Rangers,"Jose Collazo Colon HS (Juncos,PR)",18,10/05/81,Right,Right,High School,No,Rookie,Yes,128,463, , , ,Yes,117,356, , , , , , , , , ,No,5,245,819,128,463,245,819,245,819,245,819,245,819,3.34
1993,33,937,Randy Ortega,Catcher,Athletics,Santa Clara University,21,07/05/72,Right,Right,College,Yes,Rookie,Yes,36,108, , , ,Yes,171,590,Yes,33,103, , , , , , ,No,4,240,801,36,108,207,698,240,801,240,801,240,801,3.34
1995,34,941,Richard O'Connor,Shortstop,Phillies,Valparaiso University,22,09/23/73,Right,Right,College,No,Rookie,Yes,53,200, , , ,Yes,23,66,Yes,12,28, , , , , , ,No,2,88,294,53,200,76,266,88,294,88,294,88,294,3.34
1998,12,357,Russ Cleveland,Catcher,Tigers,"Chaparral HS (Las Vegas,NV)",19,12/26/79,Right,Right,High School,No,Rookie,Yes,68,227,Yes,46,182,Yes,61,218,Yes,131,421,Yes,45,147,Yes,23,54,No,9,374,1249,114,409,175,627,306,1048,351,1195,374,1249,3.34
1994,23,642,Ryan Hall,Catcher,Cardinals,Brigham Young University,22,02/25/72,Left,Right,College,No,Rookie,Yes,57,213, , , ,Yes,108,366,Yes,66,193, , , , , , ,No,3,231,772,57,213,165,579,231,772,231,772,231,772,3.34
2003,39,1166,Trevor Heid,Outfield,Mariners,Dixie Col (UT),21,04/30/82,Right,Right,College,Yes,Short-Season, , , ,Yes,76,254, , , ,Yes,21,70, , , , , , ,No,3,97,324,76,254,76,254,97,324,97,324,97,324,3.34
2002,18,527,Anthony Brown,Outfield,Expos,George Washington University,23,09/05/79,Switch,Right,College,Yes,Short-Season, , , ,Yes,54,161,Yes,34,132, , , , , , , , , ,No,2,88,293,54,161,88,293,88,293,88,293,88,293,3.33
1994,21,589,Asbel Ortiz,Shortstop,Rangers,"Ana Candelas HS (Cidra,PR)",18,06/20/76,Switch,Right,High School,No,Rookie,Yes,90,267, , , ,Yes,131,469, , , , , , , , , ,No,4,221,736,90,267,221,736,221,736,221,736,221,736,3.33
2006,31,917,Brandon Lance,Catcher,Royals,"New Mexico St U, NM",23,10/03/83,Right,Right,College,No,Rookie,Yes,30,100, , , , , , , , , , , , , , , ,No,1,30,100,30,100,30,100,30,100,30,100,30,100,3.33
1996,35,1055,Brett Hardy,Outfield,Diamondba,University of California-Santa Bar,23,12/22/73,Left,Left,College,No,Rookie,Yes,34,117, , , , , , ,Yes,12,36, , , , , , ,No,2,46,153,34,117,34,117,46,153,46,153,46,153,3.33
1995,45,1254,Chris Paxton,Catcher,Orioles,Palmdale HS (CA),19,12/11/76,Left,Right,High School,No,Rookie,Yes,49,160, , , ,Yes,63,197,Yes,147,522,Yes,12,23, , , ,No,5,271,902,49,160,112,357,259,879,271,902,271,902,3.33
1997,18,551,Danny Haas,Outfield,Red Sox,University of Louisville,21,01/04/76,Left,Right,College,No,Short-Season,Yes,11,37,Yes,9,30,Yes,96,321,Yes,205,691,Yes,29,88, , , ,No,5,350,1167,20,67,116,388,321,1079,350,1167,350,1167,3.33
1995,26,715,Darrell Betts,Shortstop,Cardinals,Ball State University,22,02/03/73,Switch,Right,College,No,Short-Season, , , ,Yes,75,250, , , , , , , , , , , , ,No,2,75,250,75,250,75,250,75,250,75,250,75,250,3.33
2000,10,285,Darryl Jenkins,Outfield,Expos,"Plainfield HS (Plainfield,IL)",19,06/13/81,Left,Right,High School,No,Rookie,Yes,12,40, , , , , , , , , , , , , , , ,No,2,12,40,12,40,12,40,12,40,12,40,12,40,3.33
2002,30,890,David Garcia,Outfield,Tigers,Santa Ana College,20,02/24/82,Switch,Right,College,No,Short-Season, , , ,Yes,18,60, , , , , , , , , , , , ,No,1,18,60,18,60,18,60,18,60,18,60,18,60,3.33
1994,8,206,David Ullan,Catcher,Padres,Portland State University,22,08/07/72,Right,Right,College,Yes,Short-Season, , , ,Yes,45,177,Yes,43,116, , , , , , , , , ,No,2,88,293,45,177,88,293,88,293,88,293,88,293,3.33
1993,33,940,Dominic Demark,Outfield,Rockies,Mesa Community College,19,03/15/74,Right,Right,College,Yes,Rookie,Yes,39,130, , , , , , , , , , , , , , , ,No,1,39,130,39,130,39,130,39,130,39,130,39,130,3.33
1992,2,49,Dwain Bostic,Shortstop,Dodgers,"Samuel Morse HS (San Diego,CA)",18,10/29/74,Right,Right,High School,No,Rookie,Yes,55,183, , , , , , , , , , , , , , , ,No,3,55,183,55,183,55,183,55,183,55,183,55,183,3.33
1993,24,676,Greg Almond,Catcher,Cardinals,North Carolina State University,22,04/14/71,Right,Right,College,Yes,Short-Season, , , ,Yes,68,270,Yes,205,695,Yes,18,57,Yes,79,211, , , ,No,6,370,1233,68,270,273,965,291,1022,370,1233,370,1233,3.33
1999,41,1235,Guarionez Rodrig,Second Base,Mariners,Miami-Dade Community College,21,02/11/78,Right,Right,College,Yes,Low-A, , , , , , ,Yes,39,130, , , , , , , , , ,No,1,39,130,0,0,39,130,39,130,39,130,39,130,3.33
2003,35,1054,Hector Gonzalez,Second Base,Yankees,Brito Miami Private Schoo (FL),18,02/23/85,Switch,Right,High School,No,Rookie,Yes,62,201,Yes,23,82, , , , , , , , , , , , ,No,3,85,283,85,283,85,283,85,283,85,283,85,283,3.33
2001,6,177,Jason Knoedler,Outfield,Tigers,University of Miami (FL),21,07/17/80,Switch,Right,College,No,Short-Season, , , ,Yes,59,236,Yes,296,993,Yes,40,107,Yes,64,192, , , ,No,5,459,1528,59,236,355,1229,395,1336,459,1528,459,1528,3.33
1994,41,1137,Jeff Bramlett,First Base,Dodgers,Bradley Central Cleveland HS (TN),18,04/27/76,Right,Right,High School,No,Rookie,Yes,88,306, , , ,Yes,102,375,Yes,67,175, , , , , , ,No,4,257,856,88,306,190,681,257,856,257,856,257,856,3.33
1998,7,222,John Jacobs,Third Base,Devil Ray,"Marin Catholic HS (Rohnert Park,CA",19,11/07/79,Right,Right,High School,No,Rookie,Yes,116,440,Yes,40,135,Yes,99,277,Yes,17,53, , , , , , ,No,5,272,905,156,575,255,852,272,905,272,905,272,905,3.33
2003,32,966,John Mccreery,Third Base,Diamondba,U Pennsylvania (PA),22,11/15/81,Right,Right,College,No,Rookie,Yes,42,144, , , ,Yes,18,56, , , , , , , , , ,No,2,60,200,42,144,60,200,60,200,60,200,60,200,3.33
1997,40,1216,John White,Catcher,Expos,Jacksonville University,22,01/21/75,Right,Right,College,No,Low-A, , , , , , ,Yes,3,10, , , , , , , , , ,No,1,3,10,0,0,3,10,3,10,3,10,3,10,3.33
2002,48,1411,Mark Wahl,Catcher,Orioles,University of Dayton,22,09/17/80,Left,Right,College,No,Rookie,Yes,33,110, , , , , , , , , , , , , , , ,No,1,33,110,33,110,33,110,33,110,33,110,33,110,3.33
1993,20,550,Michael Kinney,Outfield,Dodgers,Texas Tech University,22,08/25/71,Right,Right,College,No,Rookie,Yes,50,177, , , , , , ,Yes,41,126, , , , , , ,No,2,91,303,50,177,50,177,91,303,91,303,91,303,3.33
2002,46,1372,Mickey Jordan,Outfield,Dodgers,Armstrong Atlantic State Universit,23,01/20/79,Left,Left,College,No,Rookie,Yes,33,110, , , , , , , , , , , , , , , ,No,1,33,110,33,110,33,110,33,110,33,110,33,110,3.33
1994,5,129,Pepe McNeal,Catcher,Indians,"Armwood HS (Seffner,FL)",19,08/11/75,Right,Right,High School,No,Rookie,Yes,109,413,Yes,19,57,Yes,56,160,Yes,57,172, , , , , , ,No,5,241,802,128,470,184,630,241,802,241,802,241,802,3.33
1995,26,704,Randy Betten,Second Base,Angels,Arizona State University,24,07/28/71,Right,Right,College,No,Short-Season, , , ,Yes,2,9,Yes,36,73,Yes,124,483,Yes,168,576,Yes,45,109,No,5,375,1250,2,9,38,82,162,565,330,1141,375,1250,3.33
1994,14,399,Robert Duncan,Outfield,Braves,"Ellison HS (Killeen,TX)",19,09/21/75,Left,Left,High School,No,Rookie,Yes,70,233, , , , , , , , , , , , , , , ,No,2,70,233,70,233,70,233,70,233,70,233,70,233,3.33
1994,37,1042,Sadiel Suarez,Shortstop,Braves,"Miami Senior HS (Miami,FL)",19,09/03/75,Right,Right,High School,No,Rookie,Yes,21,70, , , , , , , , , , , , , , , ,No,1,21,70,21,70,21,70,21,70,21,70,21,70,3.33
1994,21,576,Scott Savary,Outfield,Reds,Clarke College (IA),22,09/12/72,Right,Right,College,No,Rookie,Yes,31,102, , , ,Yes,14,48, , , , , , , , , ,No,1,45,150,31,102,45,150,45,150,45,150,45,150,3.33
1994,25,688,Scott Sharp,Outfield,Reds,George Washington University,22,10/16/72,Right,Right,College,No,Rookie,Yes,46,175, , , ,Yes,85,267,Yes,34,108, , , , , , ,No,4,165,550,46,175,131,442,165,550,165,550,165,550,3.33
2006,29,886,William Groff,Second Base,Cardinals,"State U Col of New York C, NY",22,11/17/84,Right,Right,College,No,Short-Season, , , ,Yes,36,120, , , , , , , , , , , , ,Active,1,36,120,36,120,36,120,36,120,36,120,36,120,3.33
1996,17,502,Brad King,Catcher,Cubs,University of Central Florida,22,12/03/74,Right,Right,College,No,Short-Season, , , ,Yes,23,74,Yes,68,223,Yes,84,306,Yes,273,902,Yes,87,269,No,8,535,1774,23,74,91,297,175,603,448,1505,535,1774,3.32
1994,14,397,David Cancel,Outfield,White Sox,Indian Hills Community College,20,03/03/74,Switch,Right,College,No,Rookie,Yes,45,142, , , ,Yes,172,579, , , , , , , , , ,No,3,217,721,45,142,217,721,217,721,217,721,217,721,3.32
2003,20,602,Gordon Corder,First Base,Athletics,Gonzaga U (WA),23,12/02/80,Right,Right,College,No,Short-Season, , , ,Yes,44,146, , , , , , , , , , , , ,No,1,44,146,44,146,44,146,44,146,44,146,44,146,3.32
1996,36,1071,Jaime Escalante,Catcher,Orioles,Hagerstown Junior College,19,04/05/77,Switch,Right,College,No,Rookie,Yes,103,344, , , ,Yes,45,161,Yes,5,3, , , , , , ,No,3,153,508,103,344,148,505,153,508,153,508,153,508,3.32
1993,35,975,John Walker,Second Base,Red Sox,Grand Rapids Community College,22,11/04/71,Left,Right,College,No,Rookie,Yes,1,4,Yes,53,167, , , ,Yes,30,108, , , , , , ,No,2,84,279,54,171,54,171,84,279,84,279,84,279,3.32
1994,22,598,Josh Davis,Catcher,Padres,Locust Grove HS (OK),18,06/13/76,Right,Right,High School,No,Rookie,Yes,106,411, , , ,Yes,77,227,Yes,51,140,Yes,1,3, , , ,No,5,235,781,106,411,183,638,234,778,235,781,235,781,3.32
2000,23,677,Josh Pride,Catcher,Rockies,Middle Tennessee State University,23,09/16/77,Right,Right,College,No,Short-Season, , , ,Yes,58,201, , , ,Yes,10,25, , , , , , ,No,2,68,226,58,201,58,201,68,226,68,226,68,226,3.32
1999,11,349,Kregg Jarvais,Catcher,Red Sox,University of Maine,23,12/25/76,Right,Right,College,Yes,Short-Season, , , ,Yes,36,117,Yes,26,89, , , , , , , , , ,No,2,62,206,36,117,62,206,62,206,62,206,62,206,3.32
1995,34,951,Lamont Mason,Shortstop,Reds,Lubbock Christian University,23,07/10/72,Right,Right,College,No,Rookie,Yes,26,94, , , ,Yes,68,218, , , , , , , , , ,No,2,94,312,26,94,94,312,94,312,94,312,94,312,3.32
1996,19,567,Larry Haynes,Outfield,Mariners,"Nogales HS (West Covina,CA)",19,08/31/77,Right,Right,High School,No,Rookie,Yes,45,156,Yes,67,250,Yes,89,265,Yes,12,36, , , , , , ,No,4,213,707,112,406,201,671,213,707,213,707,213,707,3.32
1999,34,1029,Matt Salvesan,Third Base,White Sox,Kishwaukee College,20,11/18/79,Left,Right,College,No,Rookie,Yes,41,136, , , , , , , , , , , , , , , ,No,2,41,136,41,136,41,136,41,136,41,136,41,136,3.32
2004,33,999,Michael Dunn,First Base,Yankees,Cc Southern Nevada (NV),19,05/23/85,Left,Left,College,Yes,Rookie,Yes,24,74,Yes,0,0,Yes,14,43,Yes,28,102, , , , , , ,No,2,66,219,24,74,38,117,66,219,66,219,66,219,3.32
1997,22,676,Michael Edge,Outfield,Expos,"North Brunswick HS (Winnabow,NC)",18,08/13/79,Right,Right,High School,No,Rookie,Yes,114,379, , , , , , , , , , , , , , , ,No,3,114,379,114,379,114,379,114,379,114,379,114,379,3.32
1994,74,1652,Paul LeClair,Outfield,Mets,Livingston University,22,08/09/72,Right,Right,College,No,Rookie,Yes,27,98,Yes,31,107,Yes,8,14, , , , , , , , , ,No,2,66,219,58,205,66,219,66,219,66,219,66,219,3.32
1992,21,591,Paul Wittig,Catcher,Dodgers,Bremerton HS (WA),19,07/31/73,Right,Right,High School,No,Rookie,Yes,38,113,Yes,3,14, , , ,Yes,156,527, , , , , , ,No,4,197,654,41,127,41,127,197,654,197,654,197,654,3.32
2000,8,250,Robert Perkins,Catcher,Braves,Modesto Junior College,19,04/23/81,Right,Right,College,No,Rookie,Yes,38,126, , , , , , , , , , , , , , , ,No,1,38,126,38,126,38,126,38,126,38,126,38,126,3.32
2003,24,713,Scott Dierks,Outfield,Marlins,Santa Clara University,23,09/03/80,Right,Right,College,No,Short-Season, , , ,Yes,60,199, , , , , , , , , , , , ,No,1,60,199,60,199,60,199,60,199,60,199,60,199,3.32
2004,11,330,Simon Williams,Outfield,Cardinals,U Maine (ME),22,06/30/82,Right,Left,College,No,Rookie,Yes,46,149,Yes,6,21,Yes,88,293,Yes,46,154, , , , , , ,No,3,186,617,52,170,140,463,186,617,186,617,186,617,3.32
1993,28,780,Tad Smith,First Base,Mets,Eastern Illinois University,22,05/23/71,Left,Right,College,No,Short-Season, , , ,Yes,37,123, , , , , , , , , , , , ,No,1,37,123,37,123,37,123,37,123,37,123,37,123,3.32
2003,26,781,Thomas Piazza,Catcher,Dodgers,Palm Beach Atlantic Col (FL),22,10/09/81,Left,Right,College,No,Rookie,Yes,57,189, , , , , , , , , , , , , , , ,No,3,57,189,57,189,57,189,57,189,57,189,57,189,3.32
2004,16,468,Travis Kaats,Outfield,Reds,Grand Canyon U (AZ),22,04/27/82,Right,Right,College,Yes,Rookie,Yes,56,186, , , , , , , , , , , , , , , ,No,1,56,186,56,186,56,186,56,186,56,186,56,186,3.32
1992,46,1296,Tyres Blackburn,Outfield,White Sox,New Mexico Junior College,23,01/08/69,Right,Right,College,Yes,Rookie,Yes,72,240, , , , , , ,Yes,1,2, , , , , , ,No,2,73,242,72,240,72,240,73,242,73,242,73,242,3.32
1994,34,936,Walter White,Shortstop,Marlins,Sonoma State University,23,12/12/71,Right,Right,College,No,Short-Season,Yes,3,6,Yes,70,242,Yes,158,582,Yes,67,223,Yes,163,537,Yes,112,314,No,8,573,1904,73,248,231,830,298,1053,461,1590,573,1904,3.32
2001,8,255,Alonzo Ruelas,Catcher,Braves,Grayson County Junior College,20,04/02/81,Right,Right,College,No,Rookie,Yes,82,276, , , ,Yes,64,226,Yes,95,295, , , , , , ,No,5,241,797,82,276,146,502,241,797,241,797,241,797,3.31
1995,24,659,Andy Schofield,Outfield,Cardinals,Illinois State University,22,11/11/73,Right,Right,College,No,Rookie,Yes,40,138,Yes,11,31, , , , , , , , , , , , ,No,2,51,169,51,169,51,169,51,169,51,169,51,169,3.31
2000,19,560,Brandon Rogers,Catcher,Angels,San Diego State University,22,03/01/78,Right,Right,College,No,Rookie,Yes,11,47,Yes,31,96,Yes,56,198,Yes,44,141,Yes,12,27, , , ,No,4,154,509,42,143,98,341,142,482,154,509,154,509,3.31
1995,19,520,Carlisle Johnson,Outfield,Twins,"Taylor HS (Pierson,FL)",19,09/14/76,Right,Right,High School,No,Rookie,Yes,45,149, , , , , , , , , , , , , , , ,No,2,45,149,45,149,45,149,45,149,45,149,45,149,3.31
1997,12,384,Carlos Vazquez,Catcher,Devil Ray,"Caribbean HS (Ponce,PR)",18,01/10/79,Right,Right,High School,No,Rookie,Yes,70,230,Yes,29,98, , , , , , , , , , , , ,No,3,99,328,99,328,99,328,99,328,99,328,99,328,3.31
1999,15,471,Casey Baker,Shortstop,Yankees,"Towanda HS (Wysox,PA)",19,08/07/80,Right,Right,High School,No,Rookie,Yes,77,226,Yes,49,151,Yes,41,150,Yes,80,313,Yes,101,312, , , ,No,6,348,1152,126,377,167,527,247,840,348,1152,348,1152,3.31
1996,13,390,Chris Ward,Catcher,Reds,Lubbock Christian University,22,10/17/74,Right,Right,College,No,Rookie,Yes,8,26, , , ,Yes,34,113, , , , , , , , , ,No,1,42,139,8,26,42,139,42,139,42,139,42,139,3.31
1997,8,235,Dan Lauterhahn,Second Base,Tigers,William Paterson University,21,04/23/76,Right,Right,College,No,Short-Season,Yes,3,12,Yes,53,200,Yes,94,329,Yes,63,165, , , , , , ,No,3,213,706,56,212,150,541,213,706,213,706,213,706,3.31
1999,28,838,Daniel Williford,First Base,Diamondba,University of Mobile,22,03/15/77,Left,Left,College,No,Rookie,Yes,36,126, , , ,Yes,8,26,Yes,31,96, , , , , , ,No,2,75,248,36,126,44,152,75,248,75,248,75,248,3.31
1994,24,654,Erik Martinez,Shortstop,Padres,Pepperdine University,23,12/11/71,Right,Right,College,No,Short-Season,Yes,34,127,Yes,50,185,Yes,29,62, , , , , , , , , ,No,2,113,374,84,312,113,374,113,374,113,374,113,374,3.31
1996,28,841,Erik Metzger,Catcher,Red Sox,Samford University,22,07/27/74,Right,Right,College,No,Rookie,Yes,19,60,Yes,50,169, , , ,Yes,1,3, , , , , , ,No,2,70,232,69,229,69,229,70,232,70,232,70,232,3.31
1994,24,653,Immanuel McDonal,Outfield,Athletics,Columbia State Community College,20,02/11/74,Right,Right,College,No,Rookie,Yes,51,169, , , , , , , , , , , , , , , ,No,1,51,169,51,169,51,169,51,169,51,169,51,169,3.31
1997,17,522,Jerome Alviso,Shortstop,Rockies,Cal State Fullerton University,22,09/04/75,Switch,Right,College,No,Short-Season, , , ,Yes,69,289,Yes,134,504,Yes,223,857,Yes,11,41,Yes,375,994,No,8,812,2685,69,289,203,793,426,1650,437,1691,812,2685,3.31
2004,32,956,Joshua Buhagiar,Outfield,Diamondba,California St U (CA),23,02/23/81,Left,Left,College,No,Rookie,Yes,31,105,Yes,4,9,Yes,17,58, , , , , , , , , ,No,2,52,172,35,114,52,172,52,172,52,172,52,172,3.31
1995,24,651,Kevin Bentley,Outfield,Cubs,University of Southern Mississippi,23,09/21/72,Right,Right,College,Yes,Short-Season, , , ,Yes,50,129, , , ,Yes,126,453, , , , , , ,No,3,176,582,50,129,50,129,176,582,176,582,176,582,3.31
1999,17,526,Kevin Ciarrachi,Catcher,Mets,University of Northern Iowa,21,03/27/78,Right,Right,College,No,Rookie,Yes,2,1,Yes,22,77,Yes,2,8, , , , , , , , , ,No,3,26,86,24,78,26,86,26,86,26,86,26,86,3.31
1996,3,66,Luis Lorenzana,Shortstop,Pirates,"Montgomery HS (San Diego,CA)",18,11/09/78,Right,Right,High School,No,Rookie,Yes,18,65,Yes,44,144,Yes,92,319,Yes,272,933,Yes,176,536,Yes,2,4,No,8,604,2001,62,209,154,528,426,1461,602,1997,604,2001,3.31
1993,17,476,Mark Dorencz,Shortstop,Astros,Illinois State University,22,06/13/71,Right,Right,College,No,Low-A, , , , , , ,Yes,95,314, , , , , , , , , ,No,2,95,314,0,0,95,314,95,314,95,314,95,314,3.31
1992,10,282,Mark Senkowitz,Catcher,Red Sox,Ohio Wesleyan University,22,10/27/70,Right,Right,College,No,Short-Season, , , ,Yes,73,240, , , ,Yes,31,104, , , , , , ,No,3,104,344,73,240,73,240,104,344,104,344,104,344,3.31
1993,14,407,Mike Sims,Catcher,Marlins,Cal State Northridge University,22,02/23/71,Right,Right,College,No,Short-Season, , , ,Yes,24,92, , , ,Yes,163,527, , , , , , ,No,3,187,619,24,92,24,92,187,619,187,619,187,619,3.31
2002,22,662,Mike Sims,Outfield,Twins,Middle Tennessee State University,22,12/18/80,Left,Right,College,No,Rookie,Yes,62,205, , , , , , , , , , , , , , , ,No,2,62,205,62,205,62,205,62,205,62,205,62,205,3.31
1995,23,641,Nelson Ubaldo,Outfield,Astros,University of Massachusetts,21,06/27/74,Right,Right,College,No,Rookie,Yes,39,129, , , , , , , , , , , , , , , ,No,2,39,129,39,129,39,129,39,129,39,129,39,129,3.31
2000,26,777,Nick Alvarez,Outfield,Dodgers,"Saint Thomas University (Miami,FL)",23,02/08/77,Right,Right,College,Yes,Short-Season,Yes,5,15,Yes,61,241, , , ,Yes,173,657,Yes,295,862,Yes,54,173,No,7,588,1948,66,256,66,256,239,913,534,1775,588,1948,3.31
1995,22,606,Pete Prodanov,Outfield,Red Sox,Oklahoma State University,22,09/04/73,Right,Right,College,No,Short-Season,Yes,9,27,Yes,55,188,Yes,99,324, , , , , , , , , ,No,3,163,539,64,215,163,539,163,539,163,539,163,539,3.31
2005,28,835,Scott McKnight,Shortstop,Brewers,"Saddleback CC, CA",21,12/22/84,Left,Right,College,No,Rookie,Yes,81,263, , , ,Yes,18,57,Yes,26,94, , , , , , ,Active,3,125,414,81,263,99,320,125,414,125,414,125,414,3.31
2005,41,1242,Toby Gardenhire,Shortstop,Twins,"U Illinois Champaign, IL",23,09/11/82,Right,Right,College,Yes,Rookie,Yes,30,113, , , ,Yes,87,286,Yes,75,237, , , , , , ,Active,3,192,636,30,113,117,399,192,636,192,636,192,636,3.31
2002,20,597,William Hudson,Second Base,Mets,Oregon State University,21,01/26/81,Switch,Right,College,Yes,Rookie,Yes,53,175,Yes,3,11,Yes,113,393,Yes,52,153, , , , , , ,No,4,221,732,56,186,169,579,221,732,221,732,221,732,3.31
1992,24,657,Brett Wyngarden,Catcher,Astros,Northwestern University,22,10/08/70,Right,Right,College,No,Short-Season, , , ,Yes,10,33,Yes,22,65,Yes,109,368, , , , , , ,No,4,141,466,10,33,32,98,141,466,141,466,141,466,3.3
1996,28,843,Brian Whitlock,Shortstop,Indians,University of North Carolina,22,09/16/74,Right,Right,College,No,Short-Season, , , ,Yes,47,175,Yes,92,355,Yes,110,328,Yes,42,103, , , ,No,5,291,961,47,175,139,530,249,858,291,961,291,961,3.3
2004,10,302,Charles Creswell,Catcher,Phillies,Perryton HS (TX),19,07/05/85,Left,Right,High School,No,Rookie,Yes,75,253,Yes,1,1, , , ,Yes,10,30, , , , , , ,Active,4,86,284,76,254,76,254,86,284,86,284,86,284,3.3
1994,22,612,Donald Scolaro,Second Base,Astros,Florida Southern College,22,02/07/72,Right,Right,College,No,Short-Season, , , ,Yes,91,306, , , ,Yes,23,70, , , , , , ,No,2,114,376,91,306,91,306,114,376,114,376,114,376,3.3
